network_SNR chirp_mass mass_ratio luminosity_distance dec ra theta_jn psi phase geocent_time a_1 a_2 err_chirp_mass err_mass_ratio err_luminosity_distance err_dec err_ra err_theta_jn err_psi err_phase err_geocent_time err_a_1 err_a_2 err_sky_location
97.18672846202983 8.324E+00 9.993E-01 6.735E+02 -1.666E-01 2.980E+00 1.240E+00 3.622E+00 5.311E+00 1.588E+09 1.666E-01 7.980E-02 9.266E-05 7.455E-02 3.655E+02 5.490E-02 5.613E-02 3.778E-01 6.399E-01 8.999E-01 1.290E-03 1.886E-01 1.901E-01 9.344E-03
483.8181355739298 2.783E+01 9.117E-01 9.116E+02 1.894E-01 5.940E+00 2.069E+00 3.939E+00 6.133E+00 1.595E+09 1.144E-01 5.250E-02 5.484E-04 1.015E-02 4.864E+02 8.606E-01 4.542E-01 3.399E-02 1.780E-01 2.033E-01 1.033E-02 3.748E-02 4.227E-02 9.983E-01
113.38483045471168 1.201E+01 5.739E-01 9.461E+02 -1.724E-01 5.481E+00 1.650E+00 2.875E+00 2.743E+00 1.578E+09 3.740E-02 1.663E-01 5.638E-04 2.564E-02 1.789E+03 2.913E+00 3.218E+00 1.050E-01 7.874E-01 3.951E-01 3.486E-02 5.934E-02 9.923E-02 1.557E+01
322.5298620495604 1.615E+01 8.219E-01 4.946E+02 -2.766E-01 5.746E+00 1.607E+00 4.403E+00 6.273E+00 1.603E+09 1.353E-01 1.165E-01 2.242E-04 1.361E-02 8.341E+02 1.074E+00 3.716E+00 2.840E-02 1.946E+00 7.290E-02 3.650E-02 3.020E-02 3.817E-02 1.103E+01
286.39314041829766 2.497E+01 4.819E-01 5.946E+02 2.864E-01 5.215E+00 1.379E+00 6.993E-01 5.573E+00 1.604E+09 1.509E-01 2.716E-01 9.343E-04 6.947E-03 8.957E+01 1.083E-01 1.139E-01 5.704E-02 2.095E-01 1.151E-01 2.087E-03 1.248E-02 2.024E-02 3.702E-02
281.261621221246 2.390E+01 8.675E-01 7.246E+02 -5.747E-01 1.734E+00 1.136E+00 2.093E+00 2.773E+00 1.601E+09 1.793E-01 6.960E-02 6.415E-04 1.610E-02 6.661E+01 8.888E-02 4.923E-02 6.603E-02 2.740E-01 3.560E-01 1.039E-03 5.312E-02 6.392E-02 1.068E-02
334.3792966932445 8.307E+00 8.934E-01 9.516E+02 5.680E-01 1.545E+00 2.125E-01 4.369E+00 5.247E+00 1.599E+09 8.640E-02 1.823E-01 1.178E-04 9.860E-02 7.752E+01 9.618E-01 4.700E-01 1.945E-01 5.875E+01 1.185E+02 1.216E-03 2.614E-01 2.877E-01 3.325E-01
123.08668058013285 1.515E+01 8.867E-01 7.882E+02 7.727E-02 4.359E+00 1.635E+00 1.490E+00 4.562E+00 1.579E+09 1.088E-01 2.402E-01 4.264E-04 3.886E-02 1.464E+03 2.544E+00 1.660E+00 1.100E-01 7.932E-01 4.961E-01 2.457E-02 7.042E-02 8.032E-02 8.194E+00
548.6161875312397 1.966E+01 9.239E-01 9.438E+02 4.939E-01 4.138E+00 6.493E-01 2.735E+00 1.756E+00 1.598E+09 7.414E-01 1.813E-01 1.838E-04 1.379E-02 1.159E+02 3.613E-01 8.699E-02 3.743E-02 4.310E-01 7.175E-01 2.459E-03 3.868E-02 4.393E-02 8.236E-02
193.9994922739021 2.403E+01 9.950E-01 9.438E+02 1.885E-01 6.000E+00 1.611E+00 5.028E+00 1.702E+00 1.599E+09 7.310E-02 1.464E-01 9.336E-04 2.439E-02 5.280E+03 8.969E+00 1.895E+00 3.490E-01 1.957E+00 2.622E-01 1.506E-01 4.281E-02 4.278E-02 4.924E+01
369.86553524029785 2.106E+01 9.837E-01 5.459E+02 1.393E+00 5.506E+00 1.316E+00 2.490E+00 3.057E+00 1.589E+09 7.560E-02 1.384E-01 3.171E-04 1.384E-02 3.373E+02 5.530E-01 2.621E+00 7.393E-02 2.650E+00 1.958E-01 8.196E-03 2.354E-02 2.379E-02 7.978E-01
225.8932482443165 2.018E+01 9.115E-01 6.307E+02 9.138E-01 5.358E+00 1.655E+00 5.769E+00 7.651E-01 1.582E+09 1.810E-01 1.986E-01 4.772E-04 2.074E-02 1.015E+03 1.892E+00 1.739E+00 1.123E-01 1.967E+00 2.966E-01 2.074E-02 4.185E-02 4.676E-02 6.143E+00
101.20991982195 8.688E+00 9.690E-01 5.842E+02 7.054E-01 1.897E+00 1.316E+00 5.733E+00 2.255E+00 1.589E+09 2.591E-01 1.203E-01 1.242E-04 6.647E-02 4.209E+02 2.031E-01 2.600E-01 3.568E-01 5.310E-01 8.839E-01 4.625E-03 1.614E-01 1.694E-01 1.038E-01
74.35271471956582 7.428E+00 7.163E-01 1.006E+03 -3.791E-01 1.180E+00 1.923E+00 6.032E-01 5.672E+00 1.585E+09 2.630E-01 1.885E-01 2.654E-04 7.160E-02 1.296E+03 5.184E-01 7.674E-01 3.451E-01 4.012E-01 1.035E+00 1.030E-02 1.808E-01 2.646E-01 1.159E+00
359.6718752547116 1.514E+01 8.975E-01 7.784E+02 -4.223E-01 5.918E+00 2.871E+00 1.387E+00 4.824E+00 1.586E+09 7.330E-02 1.898E-01 2.940E-04 5.236E-02 4.628E+01 3.134E-02 4.081E-03 1.148E-01 2.028E+01 4.059E+01 5.916E-04 1.556E-01 1.749E-01 3.479E-04
275.7088080562521 1.435E+01 8.792E-01 7.844E+02 2.327E-01 5.701E+00 9.636E-01 3.519E+00 3.223E+00 1.600E+09 7.350E-02 1.562E-01 2.007E-04 2.236E-02 1.452E+02 2.214E-01 2.012E-01 8.848E-02 4.318E-01 7.033E-01 3.190E-03 6.026E-02 7.036E-02 7.782E-02
130.22846960399244 1.209E+01 5.661E-01 8.624E+02 9.637E-01 2.544E+00 2.082E+00 5.229E+00 1.954E+00 1.579E+09 6.970E-02 1.267E-01 6.025E-04 2.910E-02 1.011E+02 4.316E-02 8.922E-02 1.283E-01 5.302E-01 6.954E-01 7.483E-04 6.704E-02 1.134E-01 4.901E-03
127.69793317021744 1.125E+01 8.968E-01 8.377E+02 -4.995E-01 6.250E+00 2.115E+00 2.483E+00 3.240E+00 1.590E+09 2.386E-01 1.418E-01 2.373E-04 5.227E-02 1.344E+02 5.918E-02 7.139E-02 2.238E-01 1.023E+00 1.729E+00 6.250E-04 1.919E-01 2.209E-01 6.640E-03
248.38529847578192 1.219E+01 9.908E-01 7.246E+02 -1.017E+00 2.879E+00 7.761E-01 2.401E+00 5.871E+00 1.599E+09 2.435E-01 1.082E-01 1.023E-04 3.389E-02 4.699E+01 9.682E-02 1.870E-01 1.118E-01 1.359E+00 2.198E+00 4.396E-04 1.050E-01 1.069E-01 8.798E-03
